"","State","Date","WindGustSpeed","Temp","Rainfall"
"10043","Queensland","2009-07-24",50,24.675,0
"10044","Queensland","2009-07-25",44,22.8,0
"10045","Queensland","2009-07-26",41,21.65,3.2
"10046","Queensland","2009-07-27",46,23.05,0.2
"10047","Queensland","2009-07-28",48,21.475,0
"10048","Queensland","2009-07-29",54,23.75,1.6
"10049","Queensland","2009-07-30",50,22.375,0
"10050","Queensland","2009-07-31",48,23.025,0
"10051","Queensland","2009-08-01",54,22.275,0
"10052","Queensland","2009-08-02",50,23.5,0
"10053","Queensland","2009-08-03",43,23.175,6.2
"10054","Queensland","2009-08-04",48,23.875,0.2
"10055","Queensland","2009-08-05",46,23.1,0
"10056","Queensland","2009-08-06",44,22.825,0
"10057","Queensland","2009-08-07",39,24.325,0.2
"10058","Queensland","2009-08-08",59,23.675,0
"10059","Queensland","2009-08-09",41,22.8,0
"10060","Queensland","2009-08-10",35,24.25,0
"10061","Queensland","2009-08-11",39,23.8,0
"10062","Queensland","2009-08-12",56,25,0
"10063","Queensland","2009-08-13",35,23.725,2.8
"10064","Queensland","2009-08-14",44,22.975,0.2
"10065","Queensland","2009-08-15",35,22.65,0
"10066","Queensland","2009-08-16",37,23.95,0
"10067","Queensland","2009-08-17",41,24.175,0
"10068","Queensland","2009-08-18",50,23.85,0.2
"10069","Queensland","2009-08-19",48,24.55,0
"10070","Queensland","2009-08-20",39,24.225,1.4
"10071","Queensland","2009-08-21",41,23.85,0
"10072","Queensland","2009-08-22",48,23.675,0
"10073","Queensland","2009-08-23",33,24.075,0
"10074","Queensland","2009-08-24",48,26.625,0
"10075","Queensland","2009-08-25",48,28.325,0
"10076","Queensland","2009-08-26",37,25.65,0
"10077","Queensland","2009-08-27",35,25.625,0
"10078","Queensland","2009-08-28",35,25.45,0
"10079","Queensland","2009-08-29",57,26.1,0
"10080","Queensland","2009-08-30",48,26.175,0
"10081","Queensland","2009-08-31",31,24.6,3
"10082","Queensland","2009-09-01",35,25.15,0.2
"10083","Queensland","2009-09-02",33,26.2,0
"10084","Queensland","2009-09-03",46,25.75,1.2
"10085","Queensland","2009-09-04",39,25.5,0.6
"10086","Queensland","2009-09-05",41,25.95,7.8
"10087","Queensland","2009-09-06",44,25.25,0
"10088","Queensland","2009-09-07",50,25.525,0
"10089","Queensland","2009-09-08",37,26.825,15.2
"10090","Queensland","2009-09-09",35,26.475,0
"10091","Queensland","2009-09-10",33,24.975,0
"10092","Queensland","2009-09-11",39,26.125,0
"10093","Queensland","2009-09-12",52,26.375,0
"10094","Queensland","2009-09-13",39,26.75,0
"10095","Queensland","2009-09-14",39,26.575,0
"10096","Queensland","2009-09-15",39,25.475,0
"10097","Queensland","2009-09-16",48,25.775,0.4
"10098","Queensland","2009-09-17",41,26.45,2.6
"10099","Queensland","2009-09-18",41,25.65,0
"10100","Queensland","2009-09-19",37,25.95,1.2
"10101","Queensland","2009-09-20",35,25.675,0
"10102","Queensland","2009-09-21",39,25,0
"10103","Queensland","2009-09-22",54,25.35,0.6
"10104","Queensland","2009-09-23",70,27.05,0
"10105","Queensland","2009-09-24",44,27.85,0
"10106","Queensland","2009-09-25",39,25.575,0
"10107","Queensland","2009-09-26",52,26.325,0
"10108","Queensland","2009-09-27",56,26.875,0
"10109","Queensland","2009-09-28",52,25.475,0
"10110","Queensland","2009-09-29",43,27.025,0
"10111","Queensland","2009-09-30",35,27.075,0
"10112","Queensland","2009-10-01",43,25.925,0
"10113","Queensland","2009-10-02",44,26.1,0
"10114","Queensland","2009-10-03",72,28.875,0
"10115","Queensland","2009-10-04",46,30,0
"10116","Queensland","2009-10-05",41,28.6,0.4
"10117","Queensland","2009-10-06",37,26.15,0
"10118","Queensland","2009-10-07",61,26.95,0
"10119","Queensland","2009-10-08",48,27.275,2.4
"10120","Queensland","2009-10-09",56,27.825,0
"10121","Queensland","2009-10-10",56,26.8,0
"10122","Queensland","2009-10-11",41,26.625,0.6
"10123","Queensland","2009-10-12",50,26.575,4.6
"10124","Queensland","2009-10-13",93,28.5,1.8
"10125","Queensland","2009-10-14",72,27.975,10.2
"10126","Queensland","2009-10-15",50,28.875,0.2
"10127","Queensland","2009-10-16",43,28.625,0
"10128","Queensland","2009-10-17",50,27.85,0
"10129","Queensland","2009-10-18",61,27.775,0
"10130","Queensland","2009-10-19",57,27.25,3.2
"10131","Queensland","2009-10-20",57,26.375,13.4
"10132","Queensland","2009-10-21",50,26.15,7.6
"10133","Queensland","2009-10-22",41,26.8,1
"10134","Queensland","2009-10-23",52,26.5,0
"10135","Queensland","2009-10-24",57,26.025,0
"10136","Queensland","2009-10-25",46,26.675,0.4
"10137","Queensland","2009-10-26",44,25.85,0
"10138","Queensland","2009-10-27",37,27.375,35.4
"10139","Queensland","2009-10-28",43,27.675,1.2
"10140","Queensland","2009-10-29",48,27.5,5
"10141","Queensland","2009-10-30",48,27,5
"10142","Queensland","2009-10-31",50,26.85,1.8
"10143","Queensland","2009-11-01",57,26.025,31.4
"10144","Queensland","2009-11-02",56,26.65,11
"10145","Queensland","2009-11-03",48,26.375,0.6
"10146","Queensland","2009-11-04",43,26.7,0
"10147","Queensland","2009-11-05",61,26.45,0.6
"10148","Queensland","2009-11-06",54,26.95,3.2
"10149","Queensland","2009-11-07",56,27.275,10
"10150","Queensland","2009-11-08",52,27.25,3
"10151","Queensland","2009-11-09",52,27.5,56.4
"10152","Queensland","2009-11-10",52,26.525,3.6
"10153","Queensland","2009-11-11",63,27.175,6.8
"10154","Queensland","2009-11-12",52,25.925,54.8
"10155","Queensland","2009-11-13",43,26.7,17.4
"10156","Queensland","2009-11-14",43,26.675,0
"10157","Queensland","2009-11-15",46,26.875,0
"10158","Queensland","2009-11-16",50,27.025,0
"10159","Queensland","2009-11-17",74,29.025,0
"10160","Queensland","2009-11-18",46,26.85,3.2
"10161","Queensland","2009-11-21",43,28.55,7.6
"10162","Queensland","2009-11-22",46,28.65,6.4
"10163","Queensland","2009-11-23",41,28.625,1
"10164","Queensland","2009-11-24",48,27.475,1.4
"10165","Queensland","2009-11-25",50,28.625,2
"10166","Queensland","2009-11-26",39,28.65,22.4
"10167","Queensland","2009-11-27",46,28.575,3.8
"10168","Queensland","2009-11-28",33,28.925,0
"10169","Queensland","2009-11-29",59,29.55,0
"10170","Queensland","2009-11-30",48,30.6,0.6
"10171","Queensland","2009-12-01",57,30.325,0
"10172","Queensland","2009-12-02",50,30.2,0
"10173","Queensland","2009-12-03",52,29.65,6.6
"10174","Queensland","2009-12-04",54,29.725,0.2
"10175","Queensland","2009-12-05",54,29.4,0
"10176","Queensland","2009-12-06",46,28.05,0
"10177","Queensland","2009-12-07",46,29.175,1.4
"10178","Queensland","2009-12-08",46,28.85,4.2
"10179","Queensland","2009-12-09",37,28.85,0
"10180","Queensland","2009-12-10",41,29.825,2.2
"10181","Queensland","2009-12-11",41,29.95,6.2
"10182","Queensland","2009-12-12",46,29.35,1.6
"10183","Queensland","2009-12-13",44,29.15,1
"10184","Queensland","2009-12-14",41,28.95,0.6
"10185","Queensland","2009-12-15",52,29.5,0
"10186","Queensland","2009-12-16",50,28.725,12.2
"10187","Queensland","2009-12-17",46,28.575,16.2
"10188","Queensland","2009-12-18",48,28.575,1.2
"10189","Queensland","2009-12-19",37,28.975,0
"10190","Queensland","2009-12-20",43,29.95,4.8
"10191","Queensland","2009-12-21",43,30.125,34
"10192","Queensland","2009-12-22",41,30.35,0
"10193","Queensland","2009-12-23",39,30.8,13
"10194","Queensland","2009-12-24",37,30.9,2.2
"10195","Queensland","2009-12-25",43,30.05,1.2
"10196","Queensland","2009-12-26",52,28.975,37.2
"10197","Queensland","2009-12-27",41,28.7,21
"10198","Queensland","2009-12-28",35,29.375,28.2
"10199","Queensland","2009-12-29",39,29.675,35
"10200","Queensland","2009-12-30",48,29.725,48.4
"10201","Queensland","2009-12-31",48,28.175,206.8
"10202","Queensland","2010-01-01",41,27.8,121.4
"10203","Queensland","2010-01-02",43,28.15,19.4
"10204","Queensland","2010-01-03",56,28.225,29
"10205","Queensland","2010-01-04",59,29,20.6
"10206","Queensland","2010-01-05",39,29.475,3.8
"10207","Queensland","2010-01-06",35,29.075,1.2
"10208","Queensland","2010-01-07",35,29.325,1.6
"10209","Queensland","2010-01-08",46,28.975,32
"10210","Queensland","2010-01-09",54,27.675,6.8
"10211","Queensland","2010-01-10",56,28.475,75.8
"10212","Queensland","2010-01-11",48,27.9,27.4
"10213","Queensland","2010-01-12",50,28.475,2.6
"10214","Queensland","2010-01-13",46,28.45,2.6
"10215","Queensland","2010-01-14",37,29.15,0
"10216","Queensland","2010-01-15",41,29.55,0
"10217","Queensland","2010-01-16",37,29.725,0
"10218","Queensland","2010-01-17",48,29.25,1
"10219","Queensland","2010-01-18",54,30.3,4.4
"10220","Queensland","2010-01-19",50,30.925,0
"10221","Queensland","2010-01-20",39,30.725,5.2
"10222","Queensland","2010-01-21",56,30.725,6.4
"10223","Queensland","2010-01-22",46,28.85,27.8
"10224","Queensland","2010-01-23",48,29.725,91.6
"10225","Queensland","2010-01-24",74,28.65,46.2
"10226","Queensland","2010-01-25",59,28.7,68.6
"10227","Queensland","2010-01-26",48,28.925,45.8
"10228","Queensland","2010-01-27",69,28.675,83.4
"10229","Queensland","2010-01-28",37,29.95,81.2
"10230","Queensland","2010-01-29",44,27.025,50.6
"10231","Queensland","2010-01-30",81,27.4,82.6
"10232","Queensland","2010-01-31",65,30.4,77.8
"10233","Queensland","2010-02-01",63,29.775,17.4
"10234","Queensland","2010-02-02",59,29.975,2.6
"10235","Queensland","2010-02-03",43,30.825,7.2
"10236","Queensland","2010-02-04",30,31.3,3.2
"10237","Queensland","2010-02-05",41,31.475,0.4
"10238","Queensland","2010-02-06",57,30.025,54.2
"10239","Queensland","2010-02-07",48,30.65,93.6
"10240","Queensland","2010-02-08",46,29.9,55
"10241","Queensland","2010-02-09",48,29.125,8.2
"10242","Queensland","2010-02-10",46,29.025,9.4
"10243","Queensland","2010-02-11",48,29.15,1.6
"10244","Queensland","2010-02-12",41,29.2,29.8
"10245","Queensland","2010-02-13",43,29.55,0
"10246","Queensland","2010-02-14",44,28.575,6.4
"10247","Queensland","2010-02-15",50,29.7,11.4
"10248","Queensland","2010-02-16",54,29.35,19.4
"10249","Queensland","2010-02-17",43,28.825,121.4
"10250","Queensland","2010-02-18",59,28,40.6
"10251","Queensland","2010-02-19",57,27.65,92.6
"10252","Queensland","2010-02-20",57,28.275,3
"10253","Queensland","2010-02-21",43,28.8,29
"10254","Queensland","2010-02-22",48,28.975,6
"10255","Queensland","2010-02-23",35,29.075,71.8
"10256","Queensland","2010-02-24",57,29.025,26.6
"10257","Queensland","2010-02-25",61,29.375,16.6
"10258","Queensland","2010-02-26",59,28.375,40.6
"10259","Queensland","2010-02-27",52,29.025,48.6
"10260","Queensland","2010-02-28",31,28,88.6
"10261","Queensland","2010-03-01",59,29.025,26.8
"10262","Queensland","2010-03-02",63,29.55,106.8
"10263","Queensland","2010-03-03",72,31.325,23.6
"10264","Queensland","2010-03-04",57,30.775,20
"10265","Queensland","2010-03-05",46,31,0.2
"10266","Queensland","2010-03-06",41,30.55,9
"10267","Queensland","2010-03-07",41,30.525,3.4
"10268","Queensland","2010-03-08",28,30.05,3.4
"10269","Queensland","2010-03-09",48,30.35,0.2
"10270","Queensland","2010-03-10",44,27.925,9.6
"10271","Queensland","2010-03-11",63,28.9,57
"10272","Queensland","2010-03-12",83,28.6,19.6
"10273","Queensland","2010-03-13",69,27.25,15.6
"10274","Queensland","2010-03-14",80,27.025,26.4
"10275","Queensland","2010-03-15",54,27.275,5.4
"10276","Queensland","2010-03-16",70,27.8,2
"10277","Queensland","2010-03-19",50,27.1,0.2
"10278","Queensland","2010-03-20",50,26.65,6.4
"10279","Queensland","2010-03-21",52,27.4,3.2
"10280","Queensland","2010-03-22",46,27.775,2.6
"10281","Queensland","2010-03-23",52,26.325,165.2
"10282","Queensland","2010-03-24",52,27.025,25.2
"10283","Queensland","2010-03-25",54,26.925,5.4
"10284","Queensland","2010-03-26",54,27.625,115.8
"10285","Queensland","2010-03-27",48,26.9,54
"10286","Queensland","2010-03-28",50,26.55,44.4
"10287","Queensland","2010-03-29",46,27.7,23.8
"10288","Queensland","2010-03-30",39,28.25,6.8
"10289","Queensland","2010-03-31",43,25.8,2.6
"10290","Queensland","2010-04-01",41,25.675,17.2
"10291","Queensland","2010-04-02",50,26.65,20.4
"10292","Queensland","2010-04-03",52,27.525,25.8
"10293","Queensland","2010-04-04",54,26.85,55.6
"10294","Queensland","2010-04-05",50,26.725,31.2
"10295","Queensland","2010-04-06",44,25.325,27.2
"10296","Queensland","2010-04-07",41,27.3,20.4
"10297","Queensland","2010-04-10",35,27.075,0
"10298","Queensland","2010-04-11",39,27.05,0
"10299","Queensland","2010-04-12",41,27.2,0.2
"10300","Queensland","2010-04-13",59,27.5,2
"10301","Queensland","2010-04-14",54,25.975,6.4
"10302","Queensland","2010-04-15",44,27.225,5.4
"10303","Queensland","2010-04-16",54,26.875,2.4
"10304","Queensland","2010-04-17",48,27.2,2.2
"10305","Queensland","2010-04-18",52,26.9,6.6
"10306","Queensland","2010-04-19",57,24.225,13.6
"10307","Queensland","2010-04-20",54,26.75,1.4
"10308","Queensland","2010-04-21",56,26.925,17.2
"10309","Queensland","2010-04-22",43,26.675,12.8
"10310","Queensland","2010-04-23",50,27.275,8.2
"10311","Queensland","2010-04-24",37,26.65,1.2
"10312","Queensland","2010-04-25",52,27.175,11.2
"10313","Queensland","2010-04-26",52,27.825,0
"10314","Queensland","2010-04-27",41,27.025,10.4
"10315","Queensland","2010-04-28",33,25.825,1
"10316","Queensland","2010-04-29",48,26.775,1.4
"10317","Queensland","2010-04-30",43,26.525,0.4
"10318","Queensland","2010-05-01",54,26.4,8.6
"10319","Queensland","2010-05-02",52,26.225,0.6
"10320","Queensland","2010-05-03",48,26.525,8.4
"10321","Queensland","2010-05-04",46,26.675,115.2
"10322","Queensland","2010-05-08",48,25.025,0
"10323","Queensland","2010-05-09",48,22.925,0
"10324","Queensland","2010-05-10",41,25.05,0.8
"10325","Queensland","2010-05-11",35,26.025,0.2
"10326","Queensland","2010-05-12",43,25.4,12.2
"10327","Queensland","2010-05-13",43,24.975,1.4
"10328","Queensland","2010-05-14",37,25.15,0.2
"10329","Queensland","2010-05-15",35,25.25,0
"10330","Queensland","2010-05-16",39,25,0
"10331","Queensland","2010-05-17",44,25.375,0.4
"10332","Queensland","2010-05-18",39,24.75,0.4
"10333","Queensland","2010-05-19",43,23.875,0
"10334","Queensland","2010-05-20",37,24.375,0
"10335","Queensland","2010-05-21",37,25.475,4
"10336","Queensland","2010-05-22",39,26.375,68.6
"10337","Queensland","2010-05-23",56,26.35,0.2
"10338","Queensland","2010-05-24",37,24.05,0
"10339","Queensland","2010-05-25",33,25.5,5.6
"10340","Queensland","2010-05-26",54,26.35,0
"10341","Queensland","2010-05-27",50,25.675,0.6
"10342","Queensland","2010-05-28",43,25.75,1
"10343","Queensland","2010-05-29",69,25.7,9.2
"10344","Queensland","2010-05-30",54,25.825,12.4
"10345","Queensland","2010-05-31",41,24.375,0
"10346","Queensland","2010-06-01",30,23.725,0
"10347","Queensland","2010-06-02",35,24.875,2
"10348","Queensland","2010-06-03",43,25.35,3.8
"10349","Queensland","2010-06-04",37,25.825,18
"10350","Queensland","2010-06-05",37,25.125,0
"10351","Queensland","2010-06-06",35,23.4,0
"10352","Queensland","2010-06-07",46,23.125,0
"10353","Queensland","2010-06-08",35,24.225,0
"10354","Queensland","2010-06-09",37,24.025,0
"10355","Queensland","2010-06-10",41,24.5,0
"10356","Queensland","2010-06-11",37,24.525,0
"10357","Queensland","2010-06-12",46,24.975,0
"10358","Queensland","2010-06-13",50,23.65,0
"10359","Queensland","2010-06-14",59,24.275,0.2
"10360","Queensland","2010-06-15",52,24.35,0
"10361","Queensland","2010-06-16",50,24.725,0
"10362","Queensland","2010-06-17",41,24.775,2.2
"10363","Queensland","2010-06-18",33,24.725,2.2
"10364","Queensland","2010-06-19",37,24.125,0.2
"10365","Queensland","2010-06-20",50,23.325,0
"10366","Queensland","2010-06-21",50,23.025,0
"10367","Queensland","2010-06-22",59,24.5,0.4
"10368","Queensland","2010-06-23",59,24.5,4.8
"10369","Queensland","2010-06-24",44,24.075,4.4
"10370","Queensland","2010-06-25",52,25.2,0.2
"10371","Queensland","2010-06-26",48,24.35,4.6
"10372","Queensland","2010-06-27",35,24.6,1.4
"10373","Queensland","2010-06-28",28,24.95,0
"10374","Queensland","2010-06-29",35,24.425,0
"10375","Queensland","2010-06-30",41,24.65,0.8
"10376","Queensland","2010-07-01",44,25.375,2.2
"10377","Queensland","2010-07-02",37,24.325,0.2
"10378","Queensland","2010-07-03",59,25.25,8.6
"10379","Queensland","2010-07-04",52,23.4,0.2
"10380","Queensland","2010-07-05",44,23.325,0
"10381","Queensland","2010-07-06",37,25.425,0.8
"10382","Queensland","2010-07-07",39,24.475,1.4
"10383","Queensland","2010-07-08",63,24.9,1.4
"10384","Queensland","2010-07-09",72,24.95,0
"10385","Queensland","2010-07-10",46,23.875,0
"10386","Queensland","2010-07-11",48,23.45,0
"10387","Queensland","2010-07-12",46,23.825,2.8
"10388","Queensland","2010-07-13",39,23.225,1.8
"10389","Queensland","2010-07-14",54,24.525,0.6
"10390","Queensland","2010-07-15",48,24.425,0
"10391","Queensland","2010-07-16",52,24,0
"10392","Queensland","2010-07-17",48,23.85,0
"10393","Queensland","2010-07-18",39,23.9,1
"10394","Queensland","2010-07-19",35,24.225,0.2
"10395","Queensland","2010-07-20",37,24.575,15.8
"10396","Queensland","2010-07-21",43,23.925,0.2
"10397","Queensland","2010-07-22",48,23.8,0
"10398","Queensland","2010-07-23",50,23.9,0
"10399","Queensland","2010-07-24",46,22.775,3.4
"10400","Queensland","2010-07-25",50,24.675,1
"10401","Queensland","2010-07-26",50,23.7,6.8
"10402","Queensland","2010-07-27",48,25.4,15.6
"10403","Queensland","2010-07-28",48,26.125,29.8
"10404","Queensland","2010-07-29",46,25.8,10.2
"10405","Queensland","2010-07-30",39,26.225,0
"10406","Queensland","2010-07-31",48,26.125,0
"10407","Queensland","2010-08-01",46,26.3,0.2
"10408","Queensland","2010-08-02",48,25.65,0
"10409","Queensland","2010-08-03",54,23.425,0
"10410","Queensland","2010-08-04",43,21.675,0
"10411","Queensland","2010-08-05",30,22.975,0
"10412","Queensland","2010-08-06",41,25.575,0
"10413","Queensland","2010-08-07",54,24.85,0
"10414","Queensland","2010-08-08",39,23.5,0
"10415","Queensland","2010-08-09",54,24.825,0
"10416","Queensland","2010-08-10",63,24.725,12
"10417","Queensland","2010-08-11",52,24.575,78
"10418","Queensland","2010-08-12",67,22.35,0.2
"10419","Queensland","2010-08-13",41,20.5,0.2
"10420","Queensland","2010-08-14",35,20.475,0
"10421","Queensland","2010-08-15",44,22.55,0
"10422","Queensland","2010-08-16",39,23.6,0
"10423","Queensland","2010-08-17",41,24.75,0
"10424","Queensland","2010-08-18",37,26.125,0
"10425","Queensland","2010-08-19",48,26.2,2.2
"10426","Queensland","2010-08-20",37,26.75,8.6
"10427","Queensland","2010-08-21",35,27.225,4.6
"10428","Queensland","2010-08-22",41,26.6,0
"10429","Queensland","2010-08-23",35,27.525,0
"10430","Queensland","2010-08-24",41,25.45,10.2
"10431","Queensland","2010-08-25",41,25.05,0.2
"10432","Queensland","2010-08-26",57,25.7,0.2
"10433","Queensland","2010-08-27",48,23.4,1.4
"10434","Queensland","2010-08-28",33,24.025,0
"10435","Queensland","2010-08-29",46,22.6,3
"10436","Queensland","2010-08-30",44,23.15,20
"10437","Queensland","2010-08-31",56,25.1,32.2
"10438","Queensland","2010-09-01",46,24.925,3.6
"10439","Queensland","2010-09-02",46,25.95,0
"10440","Queensland","2010-09-03",48,25.375,0
"10441","Queensland","2010-09-04",46,26.775,1.6
"10442","Queensland","2010-09-05",39,27,3.4
"10443","Queensland","2010-09-06",56,25.5,26.8
"10444","Queensland","2010-09-07",48,26.95,0
"10445","Queensland","2010-09-08",41,27.425,0
"10446","Queensland","2010-09-09",43,27.1,0.6
"10447","Queensland","2010-09-10",39,27.025,0.4
"10448","Queensland","2010-09-11",35,27.05,3.2
"10449","Queensland","2010-09-12",37,27.075,0
"10450","Queensland","2010-09-13",37,26.475,1.6
"10451","Queensland","2010-09-14",35,26.95,0.2
"10452","Queensland","2010-09-15",59,26.55,0.4
"10453","Queensland","2010-09-16",37,27.15,0
"10454","Queensland","2010-09-17",43,27.325,0
"10455","Queensland","2010-09-18",52,26.825,4.4
"10456","Queensland","2010-09-19",37,26.7,1
"10457","Queensland","2010-09-20",39,26.45,64.6
"10458","Queensland","2010-09-21",41,26.275,22.4
"10459","Queensland","2010-09-22",46,27.625,2
"10460","Queensland","2010-09-23",44,27.375,4.4
"10461","Queensland","2010-09-24",39,27.325,0.2
"10462","Queensland","2010-09-25",41,27.825,1.2
"10463","Queensland","2010-09-26",35,26.175,7.8
"10464","Queensland","2010-09-27",41,27.975,0.6
"10465","Queensland","2010-09-28",39,27.775,2
"10466","Queensland","2010-09-29",54,27.825,34.8
"10467","Queensland","2010-09-30",59,27.975,4.2
"10468","Queensland","2010-10-01",56,26.3,2.2
"10469","Queensland","2010-10-02",56,26.875,18.8
"10470","Queensland","2010-10-03",50,27.1,34.6
"10471","Queensland","2010-10-04",43,27.275,118.6
"10472","Queensland","2010-10-05",48,27.65,2.2
"10473","Queensland","2010-10-06",46,27.9,0.2
"10474","Queensland","2010-10-07",41,27.8,0.4
"10475","Queensland","2010-10-08",63,27.4,54
"10476","Queensland","2010-10-09",69,27.55,41.4
"10477","Queensland","2010-10-10",80,27.175,24.2
"10478","Queensland","2010-10-11",78,26.825,93.6
"10479","Queensland","2010-10-12",57,27.075,22.4
"10480","Queensland","2010-10-13",52,27.6,4.4
"10481","Queensland","2010-10-14",54,26.2,26.2
"10482","Queensland","2010-10-15",65,26.775,18.2
"10483","Queensland","2010-10-16",67,25.95,22.2
"10484","Queensland","2010-10-17",39,25.275,3
"10485","Queensland","2010-10-18",41,24.75,0
"10486","Queensland","2010-10-19",46,26.625,0
"10487","Queensland","2010-10-20",54,27.575,3.4
"10488","Queensland","2010-10-21",59,24.4,6.2
"10489","Queensland","2010-10-22",37,25.125,32.4
"10490","Queensland","2010-10-23",44,26.6,15.4
"10491","Queensland","2010-10-24",39,27.525,0
"10492","Queensland","2010-10-25",37,27.225,34.4
"10493","Queensland","2010-10-26",37,26.825,0
"10494","Queensland","2010-10-27",39,27.15,0.4
"10495","Queensland","2010-10-28",41,27.175,0.2
"10496","Queensland","2010-10-29",48,27.8,26.8
"10497","Queensland","2010-10-30",39,26.825,0
"10498","Queensland","2010-10-31",39,26.825,0
"10499","Queensland","2010-11-01",33,27.55,0
"10500","Queensland","2010-11-02",41,27.9,0.2
"10501","Queensland","2010-11-03",39,26.4,0.4
"10502","Queensland","2010-11-04",41,26.375,46
"10503","Queensland","2010-11-05",48,27.1,19.6
"10504","Queensland","2010-11-06",61,27.475,2.6
"10505","Queensland","2010-11-07",48,27.725,0.8
"10506","Queensland","2010-11-08",39,27.7,2.2
"10507","Queensland","2010-11-09",39,27.775,3.2
"10508","Queensland","2010-11-10",39,28.575,4.4
"10509","Queensland","2010-11-11",39,28.875,1.4
"10510","Queensland","2010-11-12",39,28.35,23.2
"10511","Queensland","2010-11-13",37,28.7,17.4
"10512","Queensland","2010-11-14",44,28.875,7.6
"10513","Queensland","2010-11-15",35,27.85,8
"10514","Queensland","2010-11-16",37,26.95,2.8
"10515","Queensland","2010-11-17",41,28.075,8
"10516","Queensland","2010-11-18",46,27.225,8.4
"10517","Queensland","2010-11-19",61,25.65,13
"10518","Queensland","2010-11-20",61,27.625,18.4
"10519","Queensland","2010-11-21",48,26.1,21
"10520","Queensland","2010-11-22",59,27.5,17.8
"10521","Queensland","2010-11-23",57,27,2.6
"10522","Queensland","2010-11-24",56,25.975,15.2
"10523","Queensland","2010-11-25",57,26.575,28.2
"10524","Queensland","2010-11-26",48,27.275,45.8
"10525","Queensland","2010-11-27",37,26.925,39.6
"10526","Queensland","2010-11-28",41,27.45,1.4
"10527","Queensland","2010-11-29",33,26.75,9.2
"10528","Queensland","2010-11-30",48,26.875,14.6
"10529","Queensland","2010-12-01",48,28.4,6.6
"10530","Queensland","2010-12-02",39,29.375,58.6
"10531","Queensland","2010-12-03",50,28.825,26.4
"10532","Queensland","2010-12-04",54,28.9,6.2
"10533","Queensland","2010-12-05",41,29.075,50.6
"10534","Queensland","2010-12-06",46,28.85,22.8
"10535","Queensland","2010-12-07",41,29.975,48.6
"10536","Queensland","2010-12-08",41,29.025,16.8
"10537","Queensland","2010-12-09",37,29.85,11.4
"10538","Queensland","2010-12-10",44,29.55,0.8
"10539","Queensland","2010-12-11",48,29.05,1.4
"10540","Queensland","2010-12-12",39,28.175,80.4
"10541","Queensland","2010-12-13",37,29.875,43.4
"10542","Queensland","2010-12-14",46,28.9,1.4
"10543","Queensland","2010-12-15",39,28.475,7.6
"10544","Queensland","2010-12-16",52,28.875,0.6
"10545","Queensland","2010-12-17",61,30.3,47.6
"10546","Queensland","2010-12-18",35,30.75,1.4
"10547","Queensland","2010-12-19",59,30.025,36.2
"10548","Queensland","2010-12-20",56,29.95,57.4
"10549","Queensland","2010-12-21",35,28.225,15
"10550","Queensland","2010-12-22",54,28.025,17.2
"10551","Queensland","2010-12-23",43,27.375,79.2
"10552","Queensland","2010-12-24",63,25.725,54.4
"10553","Queensland","2010-12-25",56,27.05,76.8
"10554","Queensland","2010-12-26",52,27.825,72.2
"10555","Queensland","2010-12-27",65,28.925,112.2
"10556","Queensland","2010-12-28",78,29.1,45.4
"10557","Queensland","2010-12-29",61,29.225,3
"10558","Queensland","2010-12-30",52,29.45,1.6
"10559","Queensland","2010-12-31",54,28.75,1.2
"10560","Queensland","2011-01-01",52,28.95,31.2
"10561","Queensland","2011-01-02",41,27.275,73.2
"10562","Queensland","2011-01-03",50,27.85,13.4
"10563","Queensland","2011-01-04",61,27.65,20
"10564","Queensland","2011-01-05",39,28.775,6.8
"10565","Queensland","2011-01-06",61,29.675,41.8
"10566","Queensland","2011-01-07",56,29.475,37
"10567","Queensland","2011-01-08",37,29.325,11.6
"10568","Queensland","2011-01-09",69,29,12.2
"10569","Queensland","2011-01-10",56,28.525,110.8
"10570","Queensland","2011-01-11",54,27.75,44.8
"10571","Queensland","2011-01-12",39,28.1,40
"10572","Queensland","2011-01-13",52,29.5,1
"10573","Queensland","2011-01-14",41,29.25,48.6
"10574","Queensland","2011-01-15",37,29.425,3.4
"10575","Queensland","2011-01-16",54,28.6,3
"10576","Queensland","2011-01-17",39,28.175,3.2
"10577","Queensland","2011-01-18",39,30.225,5.2
"10578","Queensland","2011-01-19",33,29.55,15.8
"10579","Queensland","2011-01-20",56,28.425,36.2
"10580","Queensland","2011-01-21",61,29.45,16.4
"10581","Queensland","2011-01-22",61,28.225,81.6
"10582","Queensland","2011-01-23",56,28.475,43.8
"10583","Queensland","2011-01-24",33,27.65,0.4
"10584","Queensland","2011-01-25",41,28.125,0
"10585","Queensland","2011-01-26",46,28.875,0
"10586","Queensland","2011-01-27",41,28.6,0
"10587","Queensland","2011-01-28",63,29.675,5
"10588","Queensland","2011-01-29",61,29.275,2.2
"10589","Queensland","2011-01-30",56,28.425,5.4
"10590","Queensland","2011-01-31",31,28.55,2
"10591","Queensland","2011-02-01",48,29.95,3.6
"10592","Queensland","2011-02-02",120,28.825,3.8
"10593","Queensland","2011-02-03",31,28.825,2
"10594","Queensland","2011-02-04",54,29.5,268.6
"10595","Queensland","2011-02-05",43,29.3,23.4
"10596","Queensland","2011-02-06",48,29.425,7
